Проект;Номер дома;Номер квартиры;Тип планировки;Тип планировки 2;Общая площадь, кв,м,;Ссылка на планировку;Комнатность;Тип;Паркинг;Вид из окна;Этаж;Секция;Линия;Студия;Количество сан узлов;Размер сан узла №1;Размер сан узла №2;Размер сан узла №3;Размер сан узла №4;Размер коридора;Гардеробная;Кухня;Количество балконов;Размер балкона №1;Размер балкона №2;Размер балкона №3;Размер балкона №4;Размер балкона №5;Терраса №1;Терраса №2;Терраса №3;Терраса №4;Терраса №5;Жилая площадь за кв,м,;Размер второй комнаты;Размер третьей комнаты;Размер четвертой комнаты;Размер 5 комнаты;Размер 6 комнаты;Размер 7 комнаты;Размер 8 комнаты;Размер 9 комнаты;Ценазакв,м,;Ценазапомещение,тг.;Статус;Дополнительный статус;Дата старта продаж;Дата продажи;ProfitbaseId;ProfitbaseHomeId;ComplexId;Площадь гардеробной1;Площадь гардеробной2;Площадь гардеробной3;Площадь гардеробной4;Совмещенный санузел;Высота потолков;Акция;Угловая;Над проходом
ЖК Яркий;2;162;3 Б;;60,4;https://drive.google.com/uc?id=1p_F7bfmAlTRRGDrg9J9B1Vat9NMIoTns;3;квартира;;;2;4;;нет;;1,6;3,7;;;8;;;;1,1;;;;;;;;;;25,3;9,7;11;;;;;;;;;Свободно;;;;5659358;;;;;;;;;;Нет;Нет
ЖК Яркий;2;163;3 Г;;65;https://drive.google.com/uc?id=1HNK8jDTTzlqaAYgnADvkhYNkZYYtLUVJ;3;квартира;;;3;4;;нет;;1,7;3,4;;;10;;8,9;;1;;;;;;;;;;16,2;11;12,8;;;;;;;;;Бронь;;;12.01.20;5659359;;;;;;;;;;Нет;Нет
ЖК Яркий;2;164;СТ Б;;27,9;https://drive.google.com/uc?id=1XOOokqRSUrjOqZhYR-SlJ87CiY_B7lqe;0;квартира;;;3;4;;да;;3,8;;;;4,4;;;;;;;;;;;;;;19,7;;;;;;;;;;;Оформление документов;;;10.01.20;5659360;;;;;;;;;;Нет;Нет
ЖК Яркий;2;165;2 А;;37,3;https://drive.google.com/uc?id=15c5CTfO9VNUHxi6MVS83nFegvzmCZeLt;2;квартира;;;3;4;;нет;;4,2;;;;2,7;1;;;;;;;;;;;;;15,8;12,6;;;;;;;;;;Бронь;;;10.01.20;5659361;;;2;;;;;;;Нет;Нет
ЖК Яркий;2;166;СТ А;;27,9;https://drive.google.com/uc?id=1VBYoiRkgPJQamdFST0noFF4GuUvZ2AyL;0;квартира;;;3;4;;да;;3,8;;;;4,4;;;;;;;;;;;;;;19,7;;;;;;;;;;;Свободно;;;;5659362;;;;;;;;;;Нет;Нет
ЖК Яркий;2;167;3 Б;;60,4;https://drive.google.com/uc?id=1p_F7bfmAlTRRGDrg9J9B1Vat9NMIoTns;3;квартира;;;3;4;;нет;;1,6;3,7;;;8;;;;1,1;;;;;;;;;;25,3;9,7;11;;;;;;;;;Свободно;;;;5659363;;;;;;;;;;Нет;Нет
ЖК Яркий;2;168;3 Г;;65;https://drive.google.com/uc?id=1HNK8jDTTzlqaAYgnADvkhYNkZYYtLUVJ;3;квартира;;;4;4;;нет;;1,7;3,4;;;10;;8,9;;1;;;;;;;;;;16,2;11;12,8;;;;;;;;;Не для продажи;;;;5659364;;;;;;;;;;Нет;Нет
ЖК Яркий;2;169;СТ Б;;27,9;https://drive.google.com/uc?id=1XOOokqRSUrjOqZhYR-SlJ87CiY_B7lqe;0;квартира;;;4;4;;да;;3,8;;;;4,4;;;;;;;;;;;;;;19,7;;;;;;;;;;;Не для продажи;;;;5659365;;;;;;;;;;Нет;Нет
ЖК Яркий;2;170;2 А;;37,3;https://drive.google.com/uc?id=15c5CTfO9VNUHxi6MVS83nFegvzmCZeLt;2;квартира;;;4;4;;нет;;4,2;;;;2,7;1;;;;;;;;;;;;;15,8;12,6;;;;;;;;;;Не для продажи;;;;5659366;;;2;;;;;;;Нет;Нет
ЖК Яркий;2;171;СТ А;;27,9;https://drive.google.com/uc?id=1VBYoiRkgPJQamdFST0noFF4GuUvZ2AyL;0;квартира;;;4;4;;да;;3,8;;;;4,4;;;;;;;;;;;;;;19,7;;;;;;;;;;;Не для продажи;;;;5659367;;;;;;;;;;Нет;Нет
ЖК Яркий;2;172;3 Б;;60,4;https://drive.google.com/uc?id=1p_F7bfmAlTRRGDrg9J9B1Vat9NMIoTns;3;квартира;;;4;4;;нет;;1,6;3,7;;;8;;;;1,1;;;;;;;;;;25,3;9,7;11;;;;;;;;;Не для продажи;;;;5659368;;;;;;;;;;Нет;Нет
ЖК Яркий;2;173;3 Г;;65;https://drive.google.com/uc?id=1HNK8jDTTzlqaAYgnADvkhYNkZYYtLUVJ;3;квартира;;;5;4;;нет;;1,7;3,4;;;10;;8,9;;1;;;;;;;;;;16,2;11;12,8;;;;;;;;;Не для продажи;;;;5659369;;;;;;;;;;Нет;Нет
ЖК Яркий;2;174;СТ Б;;27,9;https://drive.google.com/uc?id=1XOOokqRSUrjOqZhYR-SlJ87CiY_B7lqe;0;квартира;;;5;4;;да;;3,8;;;;4,4;;;;;;;;;;;;;;19,7;;;;;;;;;;;Не для продажи;;;;5659370;;;;;;;;;;Нет;Нет
ЖК Яркий;2;175;2 А;;37,3;https://drive.google.com/uc?id=15c5CTfO9VNUHxi6MVS83nFegvzmCZeLt;2;квартира;;;5;4;;нет;;4,2;;;;2,7;1;;;;;;;;;;;;;15,8;12,6;;;;;;;;;;Не для продажи;;;;5659371;;;2;;;;;;;Нет;Нет
ЖК Яркий;2;176;СТ А;;27,9;https://drive.google.com/uc?id=1VBYoiRkgPJQamdFST0noFF4GuUvZ2AyL;0;квартира;;;5;4;;да;;3,8;;;;4,4;;;;;;;;;;;;;;19,7;;;;;;;;;;;Не для продажи;;;;5659372;;;;;;;;;;Нет;Нет
ЖК Яркий;2;177;3 Б;;60,4;https://drive.google.com/uc?id=1p_F7bfmAlTRRGDrg9J9B1Vat9NMIoTns;3;квартира;;;5;4;;нет;;1,6;3,7;;;8;;;;1,1;;;;;;;;;;25,3;9,7;11;;;;;;;;;Не для продажи;;;;5659373;;;;;;;;;;Нет;Нет
ЖК Яркий;2;178;3 Г;;65;https://drive.google.com/uc?id=1HNK8jDTTzlqaAYgnADvkhYNkZYYtLUVJ;3;квартира;;;6;4;;нет;;1,7;3,4;;;10;;8,9;;1;;;;;;;;;;16,2;11;12,8;;;;;;;;;Оформление документов;;;17.01.20;5659374;;;;;;;;;;Нет;Нет
ЖК Яркий;2;179;СТ Б;;27,9;https://drive.google.com/uc?id=1XOOokqRSUrjOqZhYR-SlJ87CiY_B7lqe;0;квартира;;;6;4;;да;;3,8;;;;4,4;;;;;;;;;;;;;;19,7;;;;;;;;;;;Бронь;;;10.01.20;5659375;;;;;;;;;;Нет;Нет
ЖК Яркий;2;180;2 А;;37,3;https://drive.google.com/uc?id=15c5CTfO9VNUHxi6MVS83nFegvzmCZeLt;2;квартира;;;6;4;;нет;;4,2;;;;2,7;1;;;;;;;;;;;;;15,8;12,6;;;;;;;;;;Оформление документов;;;10.01.20;5659376;;;2;;;;;;;Нет;Нет
ЖК Яркий;2;181;СТ А;;27,9;https://drive.google.com/uc?id=1VBYoiRkgPJQamdFST0noFF4GuUvZ2AyL;0;квартира;;;6;4;;да;;3,8;;;;4,4;;;;;;;;;;;;;;19,7;;;;;;;;;;;Оформление документов;;;10.01.20;5659377;;;;;;;;;;Нет;Нет
ЖК Яркий;2;182;3 Б;;60,4;https://drive.google.com/uc?id=1p_F7bfmAlTRRGDrg9J9B1Vat9NMIoTns;3;квартира;;;6;4;;нет;;1,6;3,7;;;8;;;;1,1;;;;;;;;;;25,3;9,7;11;;;;;;;;;Свободно;;;;5659378;;;;;;;;;;Нет;Нет
ЖК Яркий;2;183;3 Г;;65;https://drive.google.com/uc?id=1HNK8jDTTzlqaAYgnADvkhYNkZYYtLUVJ;3;квартира;;;7;4;;нет;;1,7;3,4;;;10;;8,9;;1;;;;;;;;;;16,2;11;12,8;;;;;;;;;Бронь;;;21.01.20;5659379;;;;;;;;;;Нет;Нет
ЖК Яркий;2;184;СТ Б;;27,9;https://drive.google.com/uc?id=1XOOokqRSUrjOqZhYR-SlJ87CiY_B7lqe;0;квартира;;;7;4;;да;;3,8;;;;4,4;;;;;;;;;;;;;;19,7;;;;;;;;;;;Оформление документов;;;10.01.20;5659380;;;;;;;;;;Нет;Нет
ЖК Яркий;2;185;2 А;;37,3;https://drive.google.com/uc?id=15c5CTfO9VNUHxi6MVS83nFegvzmCZeLt;2;квартира;;;7;4;;нет;;4,2;;;;2,7;1;;;;;;;;;;;;;15,8;12,6;;;;;;;;;;Свободно;;;;5659381;;;2;;;;;;;Нет;Нет
ЖК Яркий;2;186;СТ А;;27,9;https://drive.google.com/uc?id=1VBYoiRkgPJQamdFST0noFF4GuUvZ2AyL;0;квартира;;;7;4;;да;;3,8;;;;4,4;;;;;;;;;;;;;;19,7;;;;;;;;;;;Свободно;;;;5659382;;;;;;;;;;Нет;Нет
ЖК Яркий;2;187;3 Б;;60,4;https://drive.google.com/uc?id=1p_F7bfmAlTRRGDrg9J9B1Vat9NMIoTns;3;квартира;;;7;4;;нет;;1,6;3,7;;;8;;;;1,1;;;;;;;;;;25,3;9,7;11;;;;;;;;;Свободно;;;;5659383;;;;;;;;;;Нет;Нет
ЖК Яркий;2;188;СТ Г;;33,5;https://drive.google.com/uc?id=1gZRdoSHEhB8wnHXophOz9U0ilNT1vzcK;0;квартира;;;1;5;;да;;4,5;;;;4,1;1;;;;;;;;;;;;;20;;;;;;;;;;;Свободно;;;;5659384;;;4,9;;;;;;;Нет;Нет
ЖК Яркий;2;189;3 А;;59,7;https://drive.google.com/uc?id=1HWQ43iI6qaLmTKUH4ArWfzD1WAuJTK36;3;квартира;;;1;5;;нет;;1,9;3,8;;;8;;;;;;;;;;;;;;25,3;9,7;11;;;;;;;;;Свободно;;;;5659385;;;;;;;;;;Нет;Нет
ЖК Яркий;2;190;3 Б;;59,7;https://drive.google.com/uc?id=1E9Fqbo8G8nmY74PLyWuXi9qQNK1gESKM;3;квартира;;;1;5;;нет;;1,9;3,8;;;8;;;;;;;;;;;;;;25,3;9,7;11;;;;;;;;;Свободно;;;;5659386;;;;;;;;;;Нет;Нет
ЖК Яркий;2;191;СТ В;;28,7;https://drive.google.com/uc?id=1RSnRNXrKA48kV9yvosYLQ65PCLcIDy93;0;квартира;;;1;5;;да;;4,6;;;;4,4;;;;;;;;;;;;;;19,7;;;;;;;;;;;Свободно;;;;5659387;;;;;;;;;;Нет;Нет
ЖК Яркий;2;192;3 Г;;60,4;https://drive.google.com/uc?id=1M6tmNu9wxJh-iIKRWX_41-og_UoyPmLP;3;квартира;;;2;5;;нет;;1,6;3,7;;;8;;;;1,1;;;;;;;;;;25,3;9,7;11;;;;;;;;;Свободно;;;;5659388;;;;;;;;;;Нет;Нет
ЖК Яркий;2;193;СТ Б;;27,9;https://drive.google.com/uc?id=1XOOokqRSUrjOqZhYR-SlJ87CiY_B7lqe;0;квартира;;;2;5;;да;;3,8;;;;4,4;;;;;;;;;;;;;;19,7;;;;;;;;;;;Оформление документов;;;10.01.20;5659389;;;;;;;;;;Нет;Нет
ЖК Яркий;2;194;2 А;;37,3;https://drive.google.com/uc?id=15c5CTfO9VNUHxi6MVS83nFegvzmCZeLt;2;квартира;;;2;5;;нет;;4,2;;;;2,7;1;;;;;;;;;;;;;15,8;12,6;;;;;;;;;;Свободно;;;;5659390;;;2;;;;;;;Нет;Нет
ЖК Яркий;2;195;СТ А;;27,9;https://drive.google.com/uc?id=1VBYoiRkgPJQamdFST0noFF4GuUvZ2AyL;0;квартира;;;2;5;;да;;3,8;;;;4,4;;;;;;;;;;;;;;19,7;;;;;;;;;;;Оформление документов;;;10.01.20;5659391;;;;;;;;;;Нет;Нет
ЖК Яркий;2;196;3 В;;60,3;https://drive.google.com/uc?id=1-Zg5ZikIJdbSHPHuKWopIbP7uYrRs70G;3;квартира;;;2;5;;нет;;1,6;3,7;;;8;;;;1;;;;;;;;;;25,3;9,7;11;;;;;;;;;Свободно;;;;5659392;;;;;;;;;;Нет;Нет
ЖК Яркий;2;197;3 Г;;60,4;https://drive.google.com/uc?id=1M6tmNu9wxJh-iIKRWX_41-og_UoyPmLP;3;квартира;;;3;5;;нет;;1,6;3,7;;;8;;;;1,1;;;;;;;;;;25,3;9,7;11;;;;;;;;;Свободно;;;;5659393;;;;;;;;;;Нет;Нет
ЖК Яркий;2;198;СТ Б;;27,9;https://drive.google.com/uc?id=1XOOokqRSUrjOqZhYR-SlJ87CiY_B7lqe;0;квартира;;;3;5;;да;;3,8;;;;4,4;;;;;;;;;;;;;;19,7;;;;;;;;;;;Оформление документов;;;06.01.20;5659394;;;;;;;;;;Нет;Нет
ЖК Яркий;2;199;2 А;;37,3;https://drive.google.com/uc?id=15c5CTfO9VNUHxi6MVS83nFegvzmCZeLt;2;квартира;;;3;5;;нет;;4,2;;;;2,7;1;;;;;;;;;;;;;15,8;12,6;;;;;;;;;;Оформление документов;;;06.01.20;5659395;;;2;;;;;;;Нет;Нет
ЖК Яркий;2;200;СТ А;;27,9;https://drive.google.com/uc?id=1VBYoiRkgPJQamdFST0noFF4GuUvZ2AyL;0;квартира;;;3;5;;да;;3,8;;;;4,4;;;;;;;;;;;;;;19,7;;;;;;;;;;;Оформление документов;;;10.01.20;5659396;;;;;;;;;;Нет;Нет
ЖК Яркий;2;201;3 В;;60,3;https://drive.google.com/uc?id=1-Zg5ZikIJdbSHPHuKWopIbP7uYrRs70G;3;квартира;;;3;5;;нет;;1,6;3,7;;;8;;;;1;;;;;;;;;;25,3;9,7;11;;;;;;;;;Свободно;;;;5659397;;;;;;;;;;Нет;Нет
ЖК Яркий;2;202;3 Г;;60,4;https://drive.google.com/uc?id=1M6tmNu9wxJh-iIKRWX_41-og_UoyPmLP;3;квартира;;;4;5;;нет;;1,6;3,7;;;8;;;;1,1;;;;;;;;;;25,3;9,7;11;;;;;;;;;Не для продажи;;;;5659398;;;;;;;;;;Нет;Нет
ЖК Яркий;2;203;СТ Б;;27,9;https://drive.google.com/uc?id=1XOOokqRSUrjOqZhYR-SlJ87CiY_B7lqe;0;квартира;;;4;5;;да;;3,8;;;;4,4;;;;;;;;;;;;;;19,7;;;;;;;;;;;Не для продажи;;;;5659399;;;;;;;;;;Нет;Нет
ЖК Яркий;2;204;2 А;;37,3;https://drive.google.com/uc?id=15c5CTfO9VNUHxi6MVS83nFegvzmCZeLt;2;квартира;;;4;5;;нет;;4,2;;;;2,7;1;;;;;;;;;;;;;15,8;12,6;;;;;;;;;;Не для продажи;;;;5659400;;;2;;;;;;;Нет;Нет
ЖК Яркий;2;205;СТ А;;27,9;https://drive.google.com/uc?id=1VBYoiRkgPJQamdFST0noFF4GuUvZ2AyL;0;квартира;;;4;5;;да;;3,8;;;;4,4;;;;;;;;;;;;;;19,7;;;;;;;;;;;Не для продажи;;;;5659401;;;;;;;;;;Нет;Нет
ЖК Яркий;2;206;3 В;;60,3;https://drive.google.com/uc?id=1-Zg5ZikIJdbSHPHuKWopIbP7uYrRs70G;3;квартира;;;4;5;;нет;;1,6;3,7;;;8;;;;1;;;;;;;;;;25,3;9,7;11;;;;;;;;;Не для продажи;;;;5659402;;;;;;;;;;Нет;Нет
ЖК Яркий;2;207;3 Г;;60,4;https://drive.google.com/uc?id=1M6tmNu9wxJh-iIKRWX_41-og_UoyPmLP;3;квартира;;;5;5;;нет;;1,6;3,7;;;8;;;;1,1;;;;;;;;;;25,3;9,7;11;;;;;;;;;Не для продажи;;;;5659403;;;;;;;;;;Нет;Нет
ЖК Яркий;2;208;СТ Б;;27,9;https://drive.google.com/uc?id=1XOOokqRSUrjOqZhYR-SlJ87CiY_B7lqe;0;квартира;;;5;5;;да;;3,8;;;;4,4;;;;;;;;;;;;;;19,7;;;;;;;;;;;Не для продажи;;;;5659404;;;;;;;;;;Нет;Нет
ЖК Яркий;2;209;2 А;;37,3;https://drive.google.com/uc?id=15c5CTfO9VNUHxi6MVS83nFegvzmCZeLt;2;квартира;;;5;5;;нет;;4,2;;;;2,7;1;;;;;;;;;;;;;15,8;12,6;;;;;;;;;;Не для продажи;;;;5659405;;;2;;;;;;;Нет;Нет
ЖК Яркий;2;210;СТ А;;27,9;https://drive.google.com/uc?id=1VBYoiRkgPJQamdFST0noFF4GuUvZ2AyL;0;квартира;;;5;5;;да;;3,8;;;;4,4;;;;;;;;;;;;;;19,7;;;;;;;;;;;Не для продажи;;;;5659406;;;;;;;;;;Нет;Нет
ЖК Яркий;2;211;3 В;;60,3;https://drive.google.com/uc?id=1-Zg5ZikIJdbSHPHuKWopIbP7uYrRs70G;3;квартира;;;5;5;;нет;;1,6;3,7;;;8;;;;1;;;;;;;;;;25,3;9,7;11;;;;;;;;;Не для продажи;;;;5659407;;;;;;;;;;Нет;Нет
ЖК Яркий;2;212;3 Г;;60,4;https://drive.google.com/uc?id=1M6tmNu9wxJh-iIKRWX_41-og_UoyPmLP;3;квартира;;;6;5;;нет;;1,6;3,7;;;8;;;;1,1;;;;;;;;;;25,3;9,7;11;;;;;;;;;Бронь;;;11.01.20;5659408;;;;;;;;;;Нет;Нет
ЖК Яркий;2;213;СТ Б;;27,9;https://drive.google.com/uc?id=1XOOokqRSUrjOqZhYR-SlJ87CiY_B7lqe;0;квартира;;;6;5;;да;;3,8;;;;4,4;;;;;;;;;;;;;;19,7;;;;;;;;;;;Оформление документов;;;09.01.20;5659409;;;;;;;;;;Нет;Нет
ЖК Яркий;2;214;2 А;;37,3;https://drive.google.com/uc?id=15c5CTfO9VNUHxi6MVS83nFegvzmCZeLt;2;квартира;;;6;5;;нет;;4,2;;;;2,7;1;;;;;;;;;;;;;15,8;12,6;;;;;;;;;;Оформление документов;;;06.01.20;5659410;;;2;;;;;;;Нет;Нет
ЖК Яркий;2;215;СТ А;;27,9;https://drive.google.com/uc?id=1VBYoiRkgPJQamdFST0noFF4GuUvZ2AyL;0;квартира;;;6;5;;да;;3,8;;;;4,4;;;;;;;;;;;;;;19,7;;;;;;;;;;;Оформление документов;;;09.01.20;5659411;;;;;;;;;;Нет;Нет
ЖК Яркий;2;216;3 В;;60,3;https://drive.google.com/uc?id=1-Zg5ZikIJdbSHPHuKWopIbP7uYrRs70G;3;квартира;;;6;5;;нет;;1,6;3,7;;;8;;;;1;;;;;;;;;;25,3;9,7;11;;;;;;;;;Свободно;;;;5659412;;;;;;;;;;Нет;Нет
ЖК Яркий;2;217;3 Г;;60,4;https://drive.google.com/uc?id=1M6tmNu9wxJh-iIKRWX_41-og_UoyPmLP;3;квартира;;;7;5;;нет;;1,6;3,7;;;8;;;;1,1;;;;;;;;;;25,3;9,7;11;;;;;;;;;Свободно;;;;5659413;;;;;;;;;;Нет;Нет
ЖК Яркий;2;218;СТ Б;;27,9;https://drive.google.com/uc?id=1XOOokqRSUrjOqZhYR-SlJ87CiY_B7lqe;0;квартира;;;7;5;;да;;3,8;;;;4,4;;;;;;;;;;;;;;19,7;;;;;;;;;;;Оформление документов;;;10.01.20;5659414;;;;;;;;;;Нет;Нет
ЖК Яркий;2;219;2 А;;37,3;https://drive.google.com/uc?id=15c5CTfO9VNUHxi6MVS83nFegvzmCZeLt;2;квартира;;;7;5;;нет;;4,2;;;;2,7;1;;;;;;;;;;;;;15,8;12,6;;;;;;;;;;Свободно;;;;5659415;;;2;;;;;;;Нет;Нет
ЖК Яркий;2;220;СТ А;;27,9;https://drive.google.com/uc?id=1VBYoiRkgPJQamdFST0noFF4GuUvZ2AyL;0;квартира;;;7;5;;да;;3,8;;;;4,4;;;;;;;;;;;;;;19,7;;;;;;;;;;;Оформление документов;;;08.01.20;5659416;;;;;;;;;;Нет;Нет
ЖК Яркий;2;221;3 В;;60,3;https://drive.google.com/uc?id=1-Zg5ZikIJdbSHPHuKWopIbP7uYrRs70G;3;квартира;;;7;5;;нет;;1,6;3,7;;;8;;;;1;;;;;;;;;;25,3;9,7;11;;;;;;;;;Свободно;;;;5659417;;;;;;;;;;Нет;Нет
ЖК Яркий;2;222;СТ Г;;33,5;https://drive.google.com/uc?id=1gZRdoSHEhB8wnHXophOz9U0ilNT1vzcK;0;квартира;;;1;6;;да;;4,5;;;;4,1;1;;;;;;;;;;;;;20;;;;;;;;;;;Свободно;;;;5659418;;;4,9;;;;;;;Нет;Нет
ЖК Яркий;2;223;3 А;;59,7;https://drive.google.com/uc?id=1HWQ43iI6qaLmTKUH4ArWfzD1WAuJTK36;3;квартира;;;1;6;;нет;;1,9;3,8;;;8;;;;;;;;;;;;;;25,3;9,7;11;;;;;;;;;Свободно;;;;5659419;;;;;;;;;;Нет;Нет
ЖК Яркий;2;224;3 Б;;59,7;https://drive.google.com/uc?id=1E9Fqbo8G8nmY74PLyWuXi9qQNK1gESKM;3;квартира;;;1;6;;нет;;1,9;3,8;;;8;;;;;;;;;;;;;;25,3;9,7;11;;;;;;;;;Свободно;;;;5659420;;;;;;;;;;Нет;Нет
ЖК Яркий;2;225;СТ В;;28,7;https://drive.google.com/uc?id=1RSnRNXrKA48kV9yvosYLQ65PCLcIDy93;0;квартира;;;1;6;;да;;4,6;;;;4,4;;;;;;;;;;;;;;19,7;;;;;;;;;;;Свободно;;;;5659421;;;;;;;;;;Нет;Нет
ЖК Яркий;2;226;3 Г;;60,4;https://drive.google.com/uc?id=1M6tmNu9wxJh-iIKRWX_41-og_UoyPmLP;3;квартира;;;2;6;;нет;;1,6;3,7;;;8;;;;1,1;;;;;;;;;;25,3;9,7;11;;;;;;;;;Свободно;;;;5659422;;;;;;;;;;Нет;Нет
ЖК Яркий;2;227;СТ Б;;27,9;https://drive.google.com/uc?id=1XOOokqRSUrjOqZhYR-SlJ87CiY_B7lqe;0;квартира;;;2;6;;да;;3,8;;;;4,4;;;;;;;;;;;;;;19,7;;;;;;;;;;;Бронь;;;10.01.20;5659423;;;;;;;;;;Нет;Нет
ЖК Яркий;2;228;2 А;;37,3;https://drive.google.com/uc?id=15c5CTfO9VNUHxi6MVS83nFegvzmCZeLt;2;квартира;;;2;6;;нет;;4,2;;;;2,7;1;;;;;;;;;;;;;15,8;12,6;;;;;;;;;;Свободно;;;;5659424;;;2;;;;;;;Нет;Нет
ЖК Яркий;2;229;СТ А;;27,9;https://drive.google.com/uc?id=1VBYoiRkgPJQamdFST0noFF4GuUvZ2AyL;0;квартира;;;2;6;;да;;3,8;;;;4,4;;;;;;;;;;;;;;19,7;;;;;;;;;;;Оформление документов;;;10.01.20;5659425;;;;;;;;;;Нет;Нет
ЖК Яркий;2;230;3 В;;60,4;https://drive.google.com/uc?id=18mwnY5GEGI4Zlfa2L1u2XNXKGO3PyVUg;3;квартира;;;2;6;;нет;;1,6;3,7;;;8;;;;1,1;;;;;;;;;;25,3;9,7;11;;;;;;;;;Свободно;;;;5659426;;;;;;;;;;Нет;Нет
ЖК Яркий;2;231;3 Г;;60,4;https://drive.google.com/uc?id=1M6tmNu9wxJh-iIKRWX_41-og_UoyPmLP;3;квартира;;;3;6;;нет;;1,6;3,7;;;8;;;;1,1;;;;;;;;;;25,3;9,7;11;;;;;;;;;Свободно;;;;5659427;;;;;;;;;;Нет;Нет
ЖК Яркий;2;232;СТ Б;;27,9;https://drive.google.com/uc?id=1XOOokqRSUrjOqZhYR-SlJ87CiY_B7lqe;0;квартира;;;3;6;;да;;3,8;;;;4,4;;;;;;;;;;;;;;19,7;;;;;;;;;;;Оформление документов;;;10.01.20;5659428;;;;;;;;;;Нет;Нет
ЖК Яркий;2;233;2 А;;37,3;https://drive.google.com/uc?id=15c5CTfO9VNUHxi6MVS83nFegvzmCZeLt;2;квартира;;;3;6;;нет;;4,2;;;;2,7;1;;;;;;;;;;;;;15,8;12,6;;;;;;;;;;Свободно;;;;5659429;;;2;;;;;;;Нет;Нет
ЖК Яркий;2;234;СТ А;;27,9;https://drive.google.com/uc?id=1VBYoiRkgPJQamdFST0noFF4GuUvZ2AyL;0;квартира;;;3;6;;да;;3,8;;;;4,4;;;;;;;;;;;;;;19,7;;;;;;;;;;;Бронь;;;10.01.20;5659430;;;;;;;;;;Нет;Нет
ЖК Яркий;2;235;3 В;;60,4;https://drive.google.com/uc?id=18mwnY5GEGI4Zlfa2L1u2XNXKGO3PyVUg;3;квартира;;;3;6;;нет;;1,6;3,7;;;8;;;;1,1;;;;;;;;;;25,3;9,7;11;;;;;;;;;Свободно;;;;5659431;;;;;;;;;;Нет;Нет
ЖК Яркий;2;236;3 Г;;60,4;https://drive.google.com/uc?id=1M6tmNu9wxJh-iIKRWX_41-og_UoyPmLP;3;квартира;;;4;6;;нет;;1,6;3,7;;;8;;;;1,1;;;;;;;;;;25,3;9,7;11;;;;;;;;;Не для продажи;;;;5659432;;;;;;;;;;Нет;Нет
ЖК Яркий;2;237;СТ Б;;27,9;https://drive.google.com/uc?id=1XOOokqRSUrjOqZhYR-SlJ87CiY_B7lqe;0;квартира;;;4;6;;да;;3,8;;;;4,4;;;;;;;;;;;;;;19,7;;;;;;;;;;;Не для продажи;;;;5659433;;;;;;;;;;Нет;Нет
ЖК Яркий;2;238;2 А;;37,3;https://drive.google.com/uc?id=15c5CTfO9VNUHxi6MVS83nFegvzmCZeLt;2;квартира;;;4;6;;нет;;4,2;;;;2,7;1;;;;;;;;;;;;;15,8;12,6;;;;;;;;;;Не для продажи;;;;5659434;;;2;;;;;;;Нет;Нет
ЖК Яркий;2;239;СТ А;;27,9;https://drive.google.com/uc?id=1VBYoiRkgPJQamdFST0noFF4GuUvZ2AyL;0;квартира;;;4;6;;да;;3,8;;;;4,4;;;;;;;;;;;;;;19,7;;;;;;;;;;;Не для продажи;;;;5659435;;;;;;;;;;Нет;Нет
ЖК Яркий;2;240;3 В;;60,4;https://drive.google.com/uc?id=18mwnY5GEGI4Zlfa2L1u2XNXKGO3PyVUg;3;квартира;;;4;6;;нет;;1,6;3,7;;;8;;;;1,1;;;;;;;;;;25,3;9,7;11;;;;;;;;;Не для продажи;;;;5659436;;;;;;;;;;Нет;Нет
ЖК Яркий;2;241;3 Г;;60,4;https://drive.google.com/uc?id=1M6tmNu9wxJh-iIKRWX_41-og_UoyPmLP;3;квартира;;;5;6;;нет;;1,6;3,7;;;8;;;;1,1;;;;;;;;;;25,3;9,7;11;;;;;;;;;Не для продажи;;;;5659437;;;;;;;;;;Нет;Нет
ЖК Яркий;2;242;СТ Б;;27,9;https://drive.google.com/uc?id=1XOOokqRSUrjOqZhYR-SlJ87CiY_B7lqe;0;квартира;;;5;6;;да;;3,8;;;;4,4;;;;;;;;;;;;;;19,7;;;;;;;;;;;Не для продажи;;;;5659438;;;;;;;;;;Нет;Нет
ЖК Яркий;2;243;2 А;;37,3;https://drive.google.com/uc?id=15c5CTfO9VNUHxi6MVS83nFegvzmCZeLt;2;квартира;;;5;6;;нет;;4,2;;;;2,7;1;;;;;;;;;;;;;15,8;12,6;;;;;;;;;;Не для продажи;;;;5659439;;;2;;;;;;;Нет;Нет
