Проект;Номер дома;Номер квартиры;Тип планировки;Тип планировки 2;Общая площадь, кв,м,;Ссылка на планировку;Комнатность;Тип;Паркинг;Вид из окна;Этаж;Секция;Линия;Студия;Количество сан узлов;Размер сан узла №1;Размер сан узла №2;Размер сан узла №3;Размер сан узла №4;Размер коридора;Гардеробная;Кухня;Количество балконов;Размер балкона №1;Размер балкона №2;Размер балкона №3;Размер балкона №4;Размер балкона №5;Терраса №1;Терраса №2;Терраса №3;Терраса №4;Терраса №5;Жилая площадь за кв,м,;Размер второй комнаты;Размер третьей комнаты;Размер четвертой комнаты;Размер 5 комнаты;Размер 6 комнаты;Размер 7 комнаты;Размер 8 комнаты;Размер 9 комнаты;Ценазакв,м,;Ценазапомещение,тг.;Статус;Дополнительный статус;Дата старта продаж;Дата продажи;ProfitbaseId;ProfitbaseHomeId;ComplexId;Площадь гардеробной1;Площадь гардеробной2;Площадь гардеробной3;Площадь гардеробной4;Совмещенный санузел;Высота потолков;Акция;Угловая;Над проходом
ЖК Яркий;2;244;СТ А;;27,9;https://drive.google.com/uc?id=1VBYoiRkgPJQamdFST0noFF4GuUvZ2AyL;0;квартира;;;5;6;;да;;3,8;;;;4,4;;;;;;;;;;;;;;19,7;;;;;;;;;;;Не для продажи;;;;5659440;;;;;;;;;;Нет;Нет
ЖК Яркий;2;245;3 В;;60,4;https://drive.google.com/uc?id=18mwnY5GEGI4Zlfa2L1u2XNXKGO3PyVUg;3;квартира;;;5;6;;нет;;1,6;3,7;;;8;;;;1,1;;;;;;;;;;25,3;9,7;11;;;;;;;;;Не для продажи;;;;5659441;;;;;;;;;;Нет;Нет
ЖК Яркий;2;246;3 Г;;60,4;https://drive.google.com/uc?id=1M6tmNu9wxJh-iIKRWX_41-og_UoyPmLP;3;квартира;;;6;6;;нет;;1,6;3,7;;;8;;;;1,1;;;;;;;;;;25,3;9,7;11;;;;;;;;;Свободно;;;;5659442;;;;;;;;;;Нет;Нет
ЖК Яркий;2;247;СТ Б;;27,9;https://drive.google.com/uc?id=1XOOokqRSUrjOqZhYR-SlJ87CiY_B7lqe;0;квартира;;;6;6;;да;;3,8;;;;4,4;;;;;;;;;;;;;;19,7;;;;;;;;;;;Оформление документов;;;23.01.20;5659443;;;;;;;;;;Нет;Нет
ЖК Яркий;2;248;2 А;;37,3;https://drive.google.com/uc?id=15c5CTfO9VNUHxi6MVS83nFegvzmCZeLt;2;квартира;;;6;6;;нет;;4,2;;;;2,7;1;;;;;;;;;;;;;15,8;12,6;;;;;;;;;;Свободно;;;;5659444;;;2;;;;;;;Нет;Нет
ЖК Яркий;2;249;СТ А;;27,9;https://drive.google.com/uc?id=1VBYoiRkgPJQamdFST0noFF4GuUvZ2AyL;0;квартира;;;6;6;;да;;3,8;;;;4,4;;;;;;;;;;;;;;19,7;;;;;;;;;;;Оформление документов;;;10.01.20;5659445;;;;;;;;;;Нет;Нет
ЖК Яркий;2;250;3 В;;60,4;https://drive.google.com/uc?id=18mwnY5GEGI4Zlfa2L1u2XNXKGO3PyVUg;3;квартира;;;6;6;;нет;;1,6;3,7;;;8;;;;1,1;;;;;;;;;;25,3;9,7;11;;;;;;;;;Свободно;;;;5659446;;;;;;;;;;Нет;Нет
ЖК Яркий;2;251;3 Г;;60,4;https://drive.google.com/uc?id=1M6tmNu9wxJh-iIKRWX_41-og_UoyPmLP;3;квартира;;;7;6;;нет;;1,6;3,7;;;8;;;;1,1;;;;;;;;;;25,3;9,7;11;;;;;;;;;Свободно;;;;5659447;;;;;;;;;;Нет;Нет
ЖК Яркий;2;252;СТ Б;;27,9;https://drive.google.com/uc?id=1XOOokqRSUrjOqZhYR-SlJ87CiY_B7lqe;0;квартира;;;7;6;;да;;3,8;;;;4,4;;;;;;;;;;;;;;19,7;;;;;;;;;;;Бронь;;;10.01.20;5659448;;;;;;;;;;Нет;Нет
ЖК Яркий;2;253;2 А;;37,3;https://drive.google.com/uc?id=15c5CTfO9VNUHxi6MVS83nFegvzmCZeLt;2;квартира;;;7;6;;нет;;4,2;;;;2,7;1;;;;;;;;;;;;;15,8;12,6;;;;;;;;;;Свободно;;;;5659449;;;2;;;;;;;Нет;Нет
ЖК Яркий;2;254;СТ А;;27,9;https://drive.google.com/uc?id=1VBYoiRkgPJQamdFST0noFF4GuUvZ2AyL;0;квартира;;;7;6;;да;;3,8;;;;4,4;;;;;;;;;;;;;;19,7;;;;;;;;;;;Бронь;;;10.01.20;5659450;;;;;;;;;;Нет;Нет
ЖК Яркий;2;255;3 В;;60,4;https://drive.google.com/uc?id=18mwnY5GEGI4Zlfa2L1u2XNXKGO3PyVUg;3;квартира;;;7;6;;нет;;1,6;3,7;;;8;;;;1,1;;;;;;;;;;25,3;9,7;11;;;;;;;;;Свободно;;;;5659451;;;;;;;;;;Нет;Нет
ЖК Яркий;2;256;3 Б;;53;https://drive.google.com/uc?id=18Gfju3OfOaVytxo7jlvqWVqke9AmV1Qq;3;квартира;;;1;7;;нет;;2;3,7;;;6,1;1;;;;;;;;;;;;;13,6;8,8;15,4;;;;;;;;;Свободно;;;;5659452;;;3,4;;;;;;;Нет;Нет
ЖК Яркий;2;257;2 Ж;;46,7;https://drive.google.com/uc?id=1B8ER64RT2c4ZzP823K_4acKROKFES2Za;2;квартира;;;1;7;;нет;;4,1;;;;5,7;1;;;;;;;;;;;;;22,7;11,5;;;;;;;;;;Свободно;;;;5659453;;;2,7;;;;;;;Нет;Нет
ЖК Яркий;2;258;2 Е;;41,3;https://drive.google.com/uc?id=1ICNxMAG2en2LNcADBd6I6xV8y3o9-Mir;2;квартира;;;1;7;;нет;;4,1;;;;5,6;1;;;;;;;;;;;;;14,4;14,6;;;;;;;;;;Свободно;;;;5659454;;;2,6;;;;;;;Да;Нет
ЖК Яркий;2;259;2 Г;;35,6;https://drive.google.com/uc?id=19y62_aTGqKIlQcpC3oCcaXVkWIKb_UoB;2;квартира;;;1;7;;нет;;4,4;;;;3,9;1;;;;;;;;;;;;;12,8;11,8;;;;;;;;;;Свободно;;;;5659455;;;2,7;;;;;;;Нет;Нет
ЖК Яркий;2;260;СТ А;;23,3;https://drive.google.com/uc?id=1198jayfqXP62s0FTvK0usIVe-WIYwJ-J;0;квартира;;;1;7;;да;;4,1;;;;3;;;;;;;;;;;;;;16,2;;;;;;;;;;;Не для продажи;;;;5659456;;;;;;;;;;Нет;Нет
ЖК Яркий;2;261;2 А;;33,2;https://drive.google.com/uc?id=12KgO30GLmgSkgu28QLF9rpH24Wilits5;2;квартира;;;1;7;;нет;;4,8;;;;3,3;1;;;;;;;;;;;;;13;9,6;;;;;;;;;;Свободно;;;;5659457;;;2,5;;;;;;;Нет;Нет
ЖК Яркий;2;262;2 Д;;36,5;https://drive.google.com/uc?id=1jnhffvuHR0XPd1twDD5sxE7cdA8oVWW8;2;квартира;;;2;7;;нет;;4;;;;4,9;;;;0,8;;;;;;;;;;17;9,8;;;;;;;;;;Свободно;;;;5659458;;;;;;;;;;Нет;Нет
ЖК Яркий;2;263;1 А;;33,3;https://drive.google.com/uc?id=1o2Fy-rrUepcNpeDpNoN8PbCZ0Jj-PC9l;1;квартира;;;2;7;;нет;;3,5;;;;3,4;1;11;;1,1;;;;;;;;;;11,7;;;;;;;;;;;Оформление документов;;;10.01.20;5659459;;;2,6;;;;;;;Да;Нет
ЖК Яркий;2;264;2 В;;35,2;https://drive.google.com/uc?id=1d7D4ycI_AgBwIZmqNLaMMlB8k1yqLM0e;2;квартира;;;2;7;;нет;;4;;;;3,9;1;;;;;;;;;;;;;12,8;11,8;;;;;;;;;;Свободно;;;;5659460;;;2,7;;;;;;;Нет;Нет
ЖК Яркий;2;265;СТ Б;;23,8;https://drive.google.com/uc?id=1Hy1ni0BUje9zAlXFFyjQAXyn2eX4h6V_;0;квартира;;;2;7;;да;;4;;;;3;;;;1,1;;;;;;;;;;15,7;;;;;;;;;;;Не для продажи;;;;5659461;;;;;;;;;;Нет;Нет
ЖК Яркий;2;266;2 Б;;33,4;https://drive.google.com/uc?id=1E50IMB0Vt_irBsmTWBLJQpK1TOpduPC2;2;квартира;;;2;7;;нет;;4,2;;;;3,3;1;;;0,8;;;;;;;;;;13;9,6;;;;;;;;;;Свободно;;;;5659462;;;2,5;;;;;;;Нет;Нет
ЖК Яркий;2;267;СТ В;;34,8;https://drive.google.com/uc?id=1iZhJ9Y1wQcdwZ38MktJm06jmCTiVnyap;0;квартира;;;2;7;;да;;4,3;;;;3,1;1;;;;;;;;;;;;;25;;;;;;;;;;;Свободно;;;;5659463;;;2,4;;;;;;;Нет;Нет
ЖК Яркий;2;268;3 А;;52,7;https://drive.google.com/uc?id=1IHpitKc5MNW1xt2Vi7cwALe5SFINYh7Q;3;квартира;;;2;7;;нет;;1,6;3,7;;;5,3;1;;;;;;;;;;;;;19;10,6;9,7;;;;;;;;;Свободно;;;;5659464;;;2,8;;;;;;;Нет;Нет
ЖК Яркий;2;269;2 Д;;36,5;https://drive.google.com/uc?id=1jnhffvuHR0XPd1twDD5sxE7cdA8oVWW8;2;квартира;;;3;7;;нет;;4;;;;4,9;;;;0,8;;;;;;;;;;17;9,8;;;;;;;;;;Оформление документов;;;09.01.20;5659465;;;;;;;;;;Нет;Нет
ЖК Яркий;2;270;1 А;;33,3;https://drive.google.com/uc?id=1o2Fy-rrUepcNpeDpNoN8PbCZ0Jj-PC9l;1;квартира;;;3;7;;нет;;3,5;;;;3,4;1;11;;1,1;;;;;;;;;;11,7;;;;;;;;;;;Оформление документов;;;10.01.20;5659466;;;2,6;;;;;;;Да;Нет
ЖК Яркий;2;271;2 В;;35,2;https://drive.google.com/uc?id=1d7D4ycI_AgBwIZmqNLaMMlB8k1yqLM0e;2;квартира;;;3;7;;нет;;4;;;;3,9;1;;;;;;;;;;;;;12,8;11,8;;;;;;;;;;Свободно;;;;5659467;;;2,7;;;;;;;Нет;Нет
ЖК Яркий;2;272;СТ Б;;23,8;https://drive.google.com/uc?id=1Hy1ni0BUje9zAlXFFyjQAXyn2eX4h6V_;0;квартира;;;3;7;;да;;4;;;;3;;;;1,1;;;;;;;;;;15,7;;;;;;;;;;;Не для продажи;;;;5659468;;;;;;;;;;Нет;Нет
ЖК Яркий;2;273;2 Б;;33,4;https://drive.google.com/uc?id=1E50IMB0Vt_irBsmTWBLJQpK1TOpduPC2;2;квартира;;;3;7;;нет;;4,2;;;;3,3;1;;;0,8;;;;;;;;;;13;9,6;;;;;;;;;;Оформление документов;;;09.01.20;5659469;;;2,5;;;;;;;Нет;Нет
ЖК Яркий;2;274;СТ В;;34,8;https://drive.google.com/uc?id=1iZhJ9Y1wQcdwZ38MktJm06jmCTiVnyap;0;квартира;;;3;7;;да;;4,3;;;;3,1;1;;;;;;;;;;;;;25;;;;;;;;;;;Свободно;;;;5659470;;;2,4;;;;;;;Нет;Нет
ЖК Яркий;2;275;3 А;;52,7;https://drive.google.com/uc?id=1IHpitKc5MNW1xt2Vi7cwALe5SFINYh7Q;3;квартира;;;3;7;;нет;;1,6;3,7;;;5,3;1;;;;;;;;;;;;;19;10,6;9,7;;;;;;;;;Свободно;;;;5659471;;;2,8;;;;;;;Нет;Нет
ЖК Яркий;2;276;2 Д;;36,5;https://drive.google.com/uc?id=1jnhffvuHR0XPd1twDD5sxE7cdA8oVWW8;2;квартира;;;4;7;;нет;;4;;;;4,9;;;;0,8;;;;;;;;;;17;9,8;;;;;;;;;;Не для продажи;;;;5659472;;;;;;;;;;Нет;Нет
ЖК Яркий;2;277;1 А;;33,3;https://drive.google.com/uc?id=1o2Fy-rrUepcNpeDpNoN8PbCZ0Jj-PC9l;1;квартира;;;4;7;;нет;;3,5;;;;3,4;1;11;;1,1;;;;;;;;;;11,7;;;;;;;;;;;Не для продажи;;;;5659473;;;2,6;;;;;;;Да;Нет
ЖК Яркий;2;278;2 В;;35,2;https://drive.google.com/uc?id=1d7D4ycI_AgBwIZmqNLaMMlB8k1yqLM0e;2;квартира;;;4;7;;нет;;4;;;;3,9;1;;;;;;;;;;;;;12,8;11,8;;;;;;;;;;Не для продажи;;;;5659474;;;2,7;;;;;;;Нет;Нет
ЖК Яркий;2;279;СТ Б;;23,8;https://drive.google.com/uc?id=1Hy1ni0BUje9zAlXFFyjQAXyn2eX4h6V_;0;квартира;;;4;7;;да;;4;;;;3;;;;1,1;;;;;;;;;;15,7;;;;;;;;;;;Не для продажи;;;;5659475;;;;;;;;;;Нет;Нет
ЖК Яркий;2;280;2 Б;;33,4;https://drive.google.com/uc?id=1E50IMB0Vt_irBsmTWBLJQpK1TOpduPC2;2;квартира;;;4;7;;нет;;4,2;;;;3,3;1;;;0,8;;;;;;;;;;13;9,6;;;;;;;;;;Не для продажи;;;;5659476;;;2,5;;;;;;;Нет;Нет
ЖК Яркий;2;281;СТ В;;34,8;https://drive.google.com/uc?id=1iZhJ9Y1wQcdwZ38MktJm06jmCTiVnyap;0;квартира;;;4;7;;да;;4,3;;;;3,1;1;;;;;;;;;;;;;25;;;;;;;;;;;Не для продажи;;;;5659477;;;2,4;;;;;;;Нет;Нет
ЖК Яркий;2;282;3 А;;52,7;https://drive.google.com/uc?id=1IHpitKc5MNW1xt2Vi7cwALe5SFINYh7Q;3;квартира;;;4;7;;нет;;1,6;3,7;;;5,3;1;;;;;;;;;;;;;19;10,6;9,7;;;;;;;;;Не для продажи;;;;5659478;;;2,8;;;;;;;Нет;Нет
ЖК Яркий;2;283;2 Д;;36,5;https://drive.google.com/uc?id=1jnhffvuHR0XPd1twDD5sxE7cdA8oVWW8;2;квартира;;;5;7;;нет;;4;;;;4,9;;;;0,8;;;;;;;;;;17;9,8;;;;;;;;;;Не для продажи;;;;5659479;;;;;;;;;;Нет;Нет
ЖК Яркий;2;284;1 А;;33,3;https://drive.google.com/uc?id=1o2Fy-rrUepcNpeDpNoN8PbCZ0Jj-PC9l;1;квартира;;;5;7;;нет;;3,5;;;;3,4;1;11;;1,1;;;;;;;;;;11,7;;;;;;;;;;;Не для продажи;;;;5659480;;;2,6;;;;;;;Да;Нет
ЖК Яркий;2;285;2 В;;35,2;https://drive.google.com/uc?id=1d7D4ycI_AgBwIZmqNLaMMlB8k1yqLM0e;2;квартира;;;5;7;;нет;;4;;;;3,9;1;;;;;;;;;;;;;12,8;11,8;;;;;;;;;;Не для продажи;;;;5659481;;;2,7;;;;;;;Нет;Нет
ЖК Яркий;2;286;СТ Б;;23,8;https://drive.google.com/uc?id=1Hy1ni0BUje9zAlXFFyjQAXyn2eX4h6V_;0;квартира;;;5;7;;да;;4;;;;3;;;;1,1;;;;;;;;;;15,7;;;;;;;;;;;Не для продажи;;;;5659482;;;;;;;;;;Нет;Нет
ЖК Яркий;2;287;2 Б;;33,4;https://drive.google.com/uc?id=1E50IMB0Vt_irBsmTWBLJQpK1TOpduPC2;2;квартира;;;5;7;;нет;;4,2;;;;3,3;1;;;0,8;;;;;;;;;;13;9,6;;;;;;;;;;Не для продажи;;;;5659483;;;2,5;;;;;;;Нет;Нет
ЖК Яркий;2;288;СТ В;;34,8;https://drive.google.com/uc?id=1iZhJ9Y1wQcdwZ38MktJm06jmCTiVnyap;0;квартира;;;5;7;;да;;4,3;;;;3,1;1;;;;;;;;;;;;;25;;;;;;;;;;;Не для продажи;;;;5659484;;;2,4;;;;;;;Нет;Нет
ЖК Яркий;2;289;3 А;;52,7;https://drive.google.com/uc?id=1IHpitKc5MNW1xt2Vi7cwALe5SFINYh7Q;3;квартира;;;5;7;;нет;;1,6;3,7;;;5,3;1;;;;;;;;;;;;;19;10,6;9,7;;;;;;;;;Не для продажи;;;;5659485;;;2,8;;;;;;;Нет;Нет
ЖК Яркий;2;290;2 Д;;36,5;https://drive.google.com/uc?id=1jnhffvuHR0XPd1twDD5sxE7cdA8oVWW8;2;квартира;;;6;7;;нет;;4;;;;4,9;;;;0,8;;;;;;;;;;17;9,8;;;;;;;;;;Оформление документов;;;05.01.20;5659486;;;;;;;;;;Нет;Нет
ЖК Яркий;2;291;1 А;;33,3;https://drive.google.com/uc?id=1o2Fy-rrUepcNpeDpNoN8PbCZ0Jj-PC9l;1;квартира;;;6;7;;нет;;3,5;;;;3,4;1;11;;1,1;;;;;;;;;;11,7;;;;;;;;;;;Оформление документов;;;12.01.20;5659487;;;2,6;;;;;;;Да;Нет
ЖК Яркий;2;292;2 В;;35,2;https://drive.google.com/uc?id=1d7D4ycI_AgBwIZmqNLaMMlB8k1yqLM0e;2;квартира;;;6;7;;нет;;4;;;;3,9;1;;;;;;;;;;;;;12,8;11,8;;;;;;;;;;Свободно;;;;5659488;;;2,7;;;;;;;Нет;Нет
ЖК Яркий;2;293;СТ Б;;23,8;https://drive.google.com/uc?id=1Hy1ni0BUje9zAlXFFyjQAXyn2eX4h6V_;0;квартира;;;6;7;;да;;4;;;;3;;;;1,1;;;;;;;;;;15,7;;;;;;;;;;;Не для продажи;;;;5659489;;;;;;;;;;Нет;Нет
ЖК Яркий;2;294;2 Б;;33,4;https://drive.google.com/uc?id=1E50IMB0Vt_irBsmTWBLJQpK1TOpduPC2;2;квартира;;;6;7;;нет;;4,2;;;;3,3;1;;;0,8;;;;;;;;;;13;9,6;;;;;;;;;;Бронь;;;10.01.20;5659490;;;2,5;;;;;;;Нет;Нет
ЖК Яркий;2;295;СТ В;;34,8;https://drive.google.com/uc?id=1iZhJ9Y1wQcdwZ38MktJm06jmCTiVnyap;0;квартира;;;6;7;;да;;4,3;;;;3,1;1;;;;;;;;;;;;;25;;;;;;;;;;;Свободно;;;;5659491;;;2,4;;;;;;;Нет;Нет
ЖК Яркий;2;296;3 А;;52,7;https://drive.google.com/uc?id=1IHpitKc5MNW1xt2Vi7cwALe5SFINYh7Q;3;квартира;;;6;7;;нет;;1,6;3,7;;;5,3;1;;;;;;;;;;;;;19;10,6;9,7;;;;;;;;;Бронь;;;10.01.20;5659492;;;2,8;;;;;;;Нет;Нет
ЖК Яркий;2;297;2 Д;;36,5;https://drive.google.com/uc?id=1jnhffvuHR0XPd1twDD5sxE7cdA8oVWW8;2;квартира;;;7;7;;нет;;4;;;;4,9;;;;0,8;;;;;;;;;;17;9,8;;;;;;;;;;Свободно;;;;5659493;;;;;;;;;;Нет;Нет
ЖК Яркий;2;298;1 А;;33,3;https://drive.google.com/uc?id=1o2Fy-rrUepcNpeDpNoN8PbCZ0Jj-PC9l;1;квартира;;;7;7;;нет;;3,5;;;;3,4;1;11;;1,1;;;;;;;;;;11,7;;;;;;;;;;;Свободно;;;;5659494;;;2,6;;;;;;;Да;Нет
ЖК Яркий;2;299;2 В;;35,2;https://drive.google.com/uc?id=1d7D4ycI_AgBwIZmqNLaMMlB8k1yqLM0e;2;квартира;;;7;7;;нет;;4;;;;3,9;1;;;;;;;;;;;;;12,8;11,8;;;;;;;;;;Свободно;;;;5659495;;;2,7;;;;;;;Нет;Нет
ЖК Яркий;2;300;СТ Б;;23,8;https://drive.google.com/uc?id=1Hy1ni0BUje9zAlXFFyjQAXyn2eX4h6V_;0;квартира;;;7;7;;да;;4;;;;3;;;;1,1;;;;;;;;;;15,7;;;;;;;;;;;Не для продажи;;;;5659496;;;;;;;;;;Нет;Нет
ЖК Яркий;2;301;2 Б;;33,4;https://drive.google.com/uc?id=1E50IMB0Vt_irBsmTWBLJQpK1TOpduPC2;2;квартира;;;7;7;;нет;;4,2;;;;3,3;1;;;0,8;;;;;;;;;;13;9,6;;;;;;;;;;Оформление документов;;;14.01.20;5659497;;;2,5;;;;;;;Нет;Нет
ЖК Яркий;2;302;СТ В;;34,8;https://drive.google.com/uc?id=1iZhJ9Y1wQcdwZ38MktJm06jmCTiVnyap;0;квартира;;;7;7;;да;;4,3;;;;3,1;1;;;;;;;;;;;;;25;;;;;;;;;;;Свободно;;;;5659498;;;2,4;;;;;;;Нет;Нет
ЖК Яркий;2;303;3 А;;52,7;https://drive.google.com/uc?id=1IHpitKc5MNW1xt2Vi7cwALe5SFINYh7Q;3;квартира;;;7;7;;нет;;1,6;3,7;;;5,3;1;;;;;;;;;;;;;19;10,6;9,7;;;;;;;;;Свободно;;;;5659499;;;2,8;;;;;;;Нет;Нет
ЖК Яркий;2;304;2 Д;;39,7;https://drive.google.com/uc?id=1009qPrQg5qAP_AAIbvTzGNdc65FB7ImU;2;квартира;;;1;8;;нет;;4,6;;;;4;1;;;;;;;;;;;;;17,9;11,5;;;;;;;;;;Свободно;;;;5659500;;;1,7;;;;;;;Нет;Нет
ЖК Яркий;2;305;СТ Г;;29,8;https://drive.google.com/uc?id=1CrLjGXWCte8ggwAP-wRzHmkWYTet2VWm;0;квартира;;;1;8;;да;;4,7;;;;4,3;;;;;;;;;;;;;;20,8;;;;;;;;;;;Свободно;;;;5659501;;;;;;;;;;Нет;Нет
ЖК Яркий;2;306;2 И;;41,4;https://drive.google.com/uc?id=1rld7TPaBtspXUzQUw7swXa-NkvsfiXyS;2;квартира;;;1;8;;нет;;4,5;;;;5,4;;;;;;;;;;;;;;18,1;13,4;;;;;;;;;;Свободно;;;;5659502;;;;;;;;;;Нет;Нет
ЖК Яркий;2;307;2 Е;;40,9;https://drive.google.com/uc?id=1Iy9ij9fEAex-XlKN7Um6I37W7ZaMDszu;2;квартира;;;1;8;;нет;;4,5;;;;5,3;;;;;;;;;;;;;;16,9;14,2;;;;;;;;;;Свободно;;;;5659503;;;;;;;;;;Нет;Нет
ЖК Яркий;2;308;2 Г;;37,7;https://drive.google.com/uc?id=1IawzAZEdqddJWtjKHqImSjvkQlXS-dr3;2;квартира;;;1;8;;нет;;4,1;;;;4,1;1;;;;;;;;;;;;;15;12,2;;;;;;;;;;Свободно;;;;5659504;;;2,3;;;;;;;Нет;Нет
ЖК Яркий;2;309;2 Б;;36,5;https://drive.google.com/uc?id=160zCbdUu9N4dzN48jIbxJ8r1geJ9Xl3F;2;квартира;;;2;8;;нет;;4;;;;5,4;;;;0,8;;;;;;;;;;14,1;12,2;;;;;;;;;;Свободно;;;;5659505;;;;;;;;;;Нет;Да
ЖК Яркий;2;310;2 А;;36,1;https://drive.google.com/uc?id=1Mypt2yDhjT1Jq30PQU1JuveE-15C0nSz;2;квартира;;;2;8;;нет;;3,6;;;;5,6;;;;1,1;;;;;;;;;;14,4;11,4;;;;;;;;;;Свободно;;;;5659506;;;;;;;;;;Нет;Да
ЖК Яркий;2;311;СТ В;;29,1;https://drive.google.com/uc?id=1illAirccv7Ppr1BMaRgCQO2vlxGEKpGq;0;квартира;;;2;8;;да;;4,1;;;;4,3;;;;;;;;;;;;;;20,7;;;;;;;;;;;Свободно;;;;5659507;;;;;;;;;;Нет;Нет
ЖК Яркий;2;312;СТ А;;25,8;https://drive.google.com/uc?id=1f5FCNODy2wzFL8hpdtBATkJHYgLJWUS8;0;квартира;;;2;8;;да;;4,3;;;;2,3;1;;;1,1;;;;;;;;;;16,7;;;;;;;;;;;Оформление документов;;;10.01.20;5659508;;;1,4;;;;;;;Нет;Нет
ЖК Яркий;2;313;СТ Б;;28,8;https://drive.google.com/uc?id=1qV2-PIh-T5zENOkIjJvvegLYuR3cyHhy;0;квартира;;;2;8;;да;;4,3;;;;3,1;1;;;;;;;;;;;;;19,3;;;;;;;;;;;Свободно;;;;5659509;;;2,1;;;;;;;Нет;Нет
ЖК Яркий;2;314;2 Ж;;41;https://drive.google.com/uc?id=18QWhDdlRBGDRnxAfQiwUfb97mekKDyOW;2;квартира;;;2;8;;нет;;4,3;;;;5;;;;0,8;;;;;;;;;;18,6;12,3;;;;;;;;;;Свободно;;;;5659510;;;;;;;;;;Нет;Нет
ЖК Яркий;2;315;2 В;;37,1;https://drive.google.com/uc?id=1jvWU7ZkFiv5hM5yWJ5YIQ3S44fSm3R49;2;квартира;;;2;8;;нет;;4,1;;;;4,1;1;;;;;;;;;;;;;14,4;12,2;;;;;;;;;;Свободно;;;;5659511;;;2,3;;;;;;;Нет;Нет
ЖК Яркий;2;316;2 Б;;36,5;https://drive.google.com/uc?id=160zCbdUu9N4dzN48jIbxJ8r1geJ9Xl3F;2;квартира;;;3;8;;нет;;4;;;;5,4;;;;0,8;;;;;;;;;;14,1;12,2;;;;;;;;;;Свободно;;;;5659512;;;;;;;;;;Нет;Нет
ЖК Яркий;2;317;2 А;;36,1;https://drive.google.com/uc?id=1Mypt2yDhjT1Jq30PQU1JuveE-15C0nSz;2;квартира;;;3;8;;нет;;3,6;;;;5,6;;;;1,1;;;;;;;;;;14,4;11,4;;;;;;;;;;Свободно;;;;5659513;;;;;;;;;;Нет;Нет
ЖК Яркий;2;318;СТ В;;29,1;https://drive.google.com/uc?id=1illAirccv7Ppr1BMaRgCQO2vlxGEKpGq;0;квартира;;;3;8;;да;;4,1;;;;4,3;;;;;;;;;;;;;;20,7;;;;;;;;;;;Свободно;;;;5659514;;;;;;;;;;Нет;Нет
ЖК Яркий;2;319;СТ А;;25,8;https://drive.google.com/uc?id=1f5FCNODy2wzFL8hpdtBATkJHYgLJWUS8;0;квартира;;;3;8;;да;;4,3;;;;2,3;1;;;1,1;;;;;;;;;;16,7;;;;;;;;;;;Оформление документов;;;06.01.20;5659515;;;1,4;;;;;;;Нет;Нет
ЖК Яркий;2;320;СТ Б;;28,8;https://drive.google.com/uc?id=1qV2-PIh-T5zENOkIjJvvegLYuR3cyHhy;0;квартира;;;3;8;;да;;4,3;;;;3,1;1;;;;;;;;;;;;;19,3;;;;;;;;;;;Свободно;;;;5659516;;;2,1;;;;;;;Нет;Нет
ЖК Яркий;2;321;2 Ж;;41;https://drive.google.com/uc?id=18QWhDdlRBGDRnxAfQiwUfb97mekKDyOW;2;квартира;;;3;8;;нет;;4,3;;;;5;;;;0,8;;;;;;;;;;18,6;12,3;;;;;;;;;;Свободно;;;;5659517;;;;;;;;;;Нет;Нет
ЖК Яркий;2;322;2 В;;37,1;https://drive.google.com/uc?id=1jvWU7ZkFiv5hM5yWJ5YIQ3S44fSm3R49;2;квартира;;;3;8;;нет;;4,1;;;;4,1;1;;;;;;;;;;;;;14,4;12,2;;;;;;;;;;Свободно;;;;5659518;;;2,3;;;;;;;Нет;Нет
ЖК Яркий;2;323;2 Б;;36,5;https://drive.google.com/uc?id=160zCbdUu9N4dzN48jIbxJ8r1geJ9Xl3F;2;квартира;;;4;8;;нет;;4;;;;5,4;;;;0,8;;;;;;;;;;14,1;12,2;;;;;;;;;;Не для продажи;;;;5659519;;;;;;;;;;Нет;Нет
ЖК Яркий;2;324;2 А;;36,1;https://drive.google.com/uc?id=1Mypt2yDhjT1Jq30PQU1JuveE-15C0nSz;2;квартира;;;4;8;;нет;;3,6;;;;5,6;;;;1,1;;;;;;;;;;14,4;11,4;;;;;;;;;;Не для продажи;;;;5659520;;;;;;;;;;Нет;Нет
ЖК Яркий;2;325;СТ В;;29,1;https://drive.google.com/uc?id=1illAirccv7Ppr1BMaRgCQO2vlxGEKpGq;0;квартира;;;4;8;;да;;4,1;;;;4,3;;;;;;;;;;;;;;20,7;;;;;;;;;;;Не для продажи;;;;5659521;;;;;;;;;;Нет;Нет
ЖК Яркий;2;326;СТ А;;25,8;https://drive.google.com/uc?id=1f5FCNODy2wzFL8hpdtBATkJHYgLJWUS8;0;квартира;;;4;8;;да;;4,3;;;;2,3;1;;;1,1;;;;;;;;;;16,7;;;;;;;;;;;Не для продажи;;;;5659522;;;1,4;;;;;;;Нет;Нет
