Проект;Номер дома;Номер квартиры;Тип планировки;Тип планировки 2;Общая площадь, кв,м,;Ссылка на планировку;Комнатность;Тип;Паркинг;Вид из окна;Этаж;Секция;Линия;Студия;Количество сан узлов;Размер сан узла №1;Размер сан узла №2;Размер сан узла №3;Размер сан узла №4;Размер коридора;Гардеробная;Кухня;Количество балконов;Размер балкона №1;Размер балкона №2;Размер балкона №3;Размер балкона №4;Размер балкона №5;Терраса №1;Терраса №2;Терраса №3;Терраса №4;Терраса №5;Жилая площадь за кв,м,;Размер второй комнаты;Размер третьей комнаты;Размер четвертой комнаты;Размер 5 комнаты;Размер 6 комнаты;Размер 7 комнаты;Размер 8 комнаты;Размер 9 комнаты;Ценазакв,м,;Ценазапомещение,тг.;Статус;Дополнительный статус;Дата старта продаж;Дата продажи;ProfitbaseId;ProfitbaseHomeId;ComplexId;Площадь гардеробной1;Площадь гардеробной2;Площадь гардеробной3;Площадь гардеробной4;Совмещенный санузел;Высота потолков;Акция;Угловая;Над проходом
ЖК Яркий;2;327;СТ Б;;28,8;https://drive.google.com/uc?id=1qV2-PIh-T5zENOkIjJvvegLYuR3cyHhy;0;квартира;;;4;8;;да;;4,3;;;;3,1;1;;;;;;;;;;;;;19,3;;;;;;;;;;;Не для продажи;;;;5659523;;;2,1;;;;;;;Нет;Нет
ЖК Яркий;2;328;2 Ж;;41;https://drive.google.com/uc?id=18QWhDdlRBGDRnxAfQiwUfb97mekKDyOW;2;квартира;;;4;8;;нет;;4,3;;;;5;;;;0,8;;;;;;;;;;18,6;12,3;;;;;;;;;;Не для продажи;;;;5659524;;;;;;;;;;Нет;Нет
ЖК Яркий;2;329;2 В;;37,1;https://drive.google.com/uc?id=1jvWU7ZkFiv5hM5yWJ5YIQ3S44fSm3R49;2;квартира;;;4;8;;нет;;4,1;;;;4,1;1;;;;;;;;;;;;;14,4;12,2;;;;;;;;;;Не для продажи;;;;5659525;;;2,3;;;;;;;Нет;Нет
ЖК Яркий;2;330;2 Б;;36,5;https://drive.google.com/uc?id=160zCbdUu9N4dzN48jIbxJ8r1geJ9Xl3F;2;квартира;;;5;8;;нет;;4;;;;5,4;;;;0,8;;;;;;;;;;14,1;12,2;;;;;;;;;;Не для продажи;;;;5659526;;;;;;;;;;Нет;Нет
ЖК Яркий;2;331;2 А;;36,1;https://drive.google.com/uc?id=1Mypt2yDhjT1Jq30PQU1JuveE-15C0nSz;2;квартира;;;5;8;;нет;;3,6;;;;5,6;;;;1,1;;;;;;;;;;14,4;11,4;;;;;;;;;;Не для продажи;;;;5659527;;;;;;;;;;Нет;Нет
ЖК Яркий;2;332;СТ В;;29,1;https://drive.google.com/uc?id=1illAirccv7Ppr1BMaRgCQO2vlxGEKpGq;0;квартира;;;5;8;;да;;4,1;;;;4,3;;;;;;;;;;;;;;20,7;;;;;;;;;;;Не для продажи;;;;5659528;;;;;;;;;;Нет;Нет
ЖК Яркий;2;333;СТ А;;25,8;https://drive.google.com/uc?id=1f5FCNODy2wzFL8hpdtBATkJHYgLJWUS8;0;квартира;;;5;8;;да;;4,3;;;;2,3;1;;;1,1;;;;;;;;;;16,7;;;;;;;;;;;Бронь;;;15.01.20;5659529;;;1,4;;;;;;;Нет;Нет
ЖК Яркий;2;334;СТ Б;;28,8;https://drive.google.com/uc?id=1qV2-PIh-T5zENOkIjJvvegLYuR3cyHhy;0;квартира;;;5;8;;да;;4,3;;;;3,1;1;;;;;;;;;;;;;19,3;;;;;;;;;;;Не для продажи;;;;5659530;;;2,1;;;;;;;Нет;Нет
ЖК Яркий;2;335;2 Ж;;41;https://drive.google.com/uc?id=18QWhDdlRBGDRnxAfQiwUfb97mekKDyOW;2;квартира;;;5;8;;нет;;4,3;;;;5;;;;0,8;;;;;;;;;;18,6;12,3;;;;;;;;;;Не для продажи;;;;5659531;;;;;;;;;;Нет;Нет
ЖК Яркий;2;336;2 В;;37,1;https://drive.google.com/uc?id=1jvWU7ZkFiv5hM5yWJ5YIQ3S44fSm3R49;2;квартира;;;5;8;;нет;;4,1;;;;4,1;1;;;;;;;;;;;;;14,4;12,2;;;;;;;;;;Не для продажи;;;;5659532;;;2,3;;;;;;;Нет;Нет
ЖК Яркий;2;337;2 Б;;36,5;https://drive.google.com/uc?id=160zCbdUu9N4dzN48jIbxJ8r1geJ9Xl3F;2;квартира;;;6;8;;нет;;4;;;;5,4;;;;0,8;;;;;;;;;;14,1;12,2;;;;;;;;;;Свободно;;;;5659533;;;;;;;;;;Нет;Нет
ЖК Яркий;2;338;2 А;;36,1;https://drive.google.com/uc?id=1Mypt2yDhjT1Jq30PQU1JuveE-15C0nSz;2;квартира;;;6;8;;нет;;3,6;;;;5,6;;;;1,1;;;;;;;;;;14,4;11,4;;;;;;;;;;Бронь;;;09.01.20;5659534;;;;;;;;;;Нет;Нет
ЖК Яркий;2;339;СТ В;;29,1;https://drive.google.com/uc?id=1illAirccv7Ppr1BMaRgCQO2vlxGEKpGq;0;квартира;;;6;8;;да;;4,1;;;;4,3;;;;;;;;;;;;;;20,7;;;;;;;;;;;Свободно;;;;5659535;;;;;;;;;;Нет;Нет
ЖК Яркий;2;340;СТ А;;25,8;https://drive.google.com/uc?id=1f5FCNODy2wzFL8hpdtBATkJHYgLJWUS8;0;квартира;;;6;8;;да;;4,3;;;;2,3;1;;;1,1;;;;;;;;;;16,7;;;;;;;;;;;Оформление документов;;;06.01.20;5659536;;;1,4;;;;;;;Нет;Нет
ЖК Яркий;2;341;СТ Б;;28,8;https://drive.google.com/uc?id=1qV2-PIh-T5zENOkIjJvvegLYuR3cyHhy;0;квартира;;;6;8;;да;;4,3;;;;3,1;1;;;;;;;;;;;;;19,3;;;;;;;;;;;Свободно;;;;5659537;;;2,1;;;;;;;Нет;Нет
ЖК Яркий;2;342;2 Ж;;41;https://drive.google.com/uc?id=18QWhDdlRBGDRnxAfQiwUfb97mekKDyOW;2;квартира;;;6;8;;нет;;4,3;;;;5;;;;0,8;;;;;;;;;;18,6;12,3;;;;;;;;;;Свободно;;;;5659538;;;;;;;;;;Нет;Нет
ЖК Яркий;2;343;2 В;;37,1;https://drive.google.com/uc?id=1jvWU7ZkFiv5hM5yWJ5YIQ3S44fSm3R49;2;квартира;;;6;8;;нет;;4,1;;;;4,1;1;;;;;;;;;;;;;14,4;12,2;;;;;;;;;;Свободно;;;;5659539;;;2,3;;;;;;;Нет;Нет
ЖК Яркий;2;344;2 Б;;36,5;https://drive.google.com/uc?id=160zCbdUu9N4dzN48jIbxJ8r1geJ9Xl3F;2;квартира;;;7;8;;нет;;4;;;;5,4;;;;0,8;;;;;;;;;;14,1;12,2;;;;;;;;;;Свободно;;;;5659540;;;;;;;;;;Нет;Нет
ЖК Яркий;2;345;2 А;;36,1;https://drive.google.com/uc?id=1Mypt2yDhjT1Jq30PQU1JuveE-15C0nSz;2;квартира;;;7;8;;нет;;3,6;;;;5,6;;;;1,1;;;;;;;;;;14,4;11,4;;;;;;;;;;Свободно;;;;5659541;;;;;;;;;;Нет;Нет
ЖК Яркий;2;346;СТ В;;29,1;https://drive.google.com/uc?id=1illAirccv7Ppr1BMaRgCQO2vlxGEKpGq;0;квартира;;;7;8;;да;;4,1;;;;4,3;;;;;;;;;;;;;;20,7;;;;;;;;;;;Свободно;;;;5659542;;;;;;;;;;Нет;Нет
ЖК Яркий;2;347;СТ А;;25,8;https://drive.google.com/uc?id=1f5FCNODy2wzFL8hpdtBATkJHYgLJWUS8;0;квартира;;;7;8;;да;;4,3;;;;2,3;1;;;1,1;;;;;;;;;;16,7;;;;;;;;;;;Оформление документов;;;10.01.20;5659543;;;1,4;;;;;;;Нет;Нет
ЖК Яркий;2;348;СТ Б;;28,8;https://drive.google.com/uc?id=1qV2-PIh-T5zENOkIjJvvegLYuR3cyHhy;0;квартира;;;7;8;;да;;4,3;;;;3,1;1;;;;;;;;;;;;;19,3;;;;;;;;;;;Бронь;;;11.01.20;5659544;;;2,1;;;;;;;Нет;Нет
ЖК Яркий;2;349;2 Ж;;41;https://drive.google.com/uc?id=18QWhDdlRBGDRnxAfQiwUfb97mekKDyOW;2;квартира;;;7;8;;нет;;4,3;;;;5;;;;0,8;;;;;;;;;;18,6;12,3;;;;;;;;;;Свободно;;;;5659545;;;;;;;;;;Нет;Нет
ЖК Яркий;2;350;2 В;;37,1;https://drive.google.com/uc?id=1jvWU7ZkFiv5hM5yWJ5YIQ3S44fSm3R49;2;квартира;;;7;8;;нет;;4,1;;;;4,1;1;;;;;;;;;;;;;14,4;12,2;;;;;;;;;;Свободно;;;;5659546;;;2,3;;;;;;;Нет;Нет
ЖК Яркий;2;351;2 Г;;42,5;https://drive.google.com/uc?id=1L_KdOuFE-9qMEaUjDswEGG7GNNOZq6e8;2;квартира;;;1;9;;нет;;4,3;;;;5,6;;;;;;;;;;;;;;18,2;14,4;;;;;;;;;;Не для продажи;;;;5659547;;;;;;;;;;Нет;Нет
ЖК Яркий;2;352;2 В;;36,2;https://drive.google.com/uc?id=1cTq2Pn9_xJpl7Jztqcu6OO17ZCuwORT-;2;квартира;;;1;9;;нет;;4,6;;;;6,6;;;;;;;;;;;;;;16,1;8,9;;;;;;;;;;Не для продажи;;;;5659548;;;;;;;;;;Нет;Нет
ЖК Яркий;2;353;СТ Д;;31,7;https://drive.google.com/uc?id=1N0lDH0fWqfrm6dpBrFHNatMy3mjj8MeQ;0;квартира;;;1;9;;да;;3,9;;;;5;;;;;;;;;;;;;;22,8;;;;;;;;;;;Не для продажи;;;;5659549;;;;;;;;;;Нет;Нет
ЖК Яркий;2;354;2 Ж;;48,6;https://drive.google.com/uc?id=1iuoHRZHtfAfc2MGvBSbabvOcX6xP9ZmQ;2;квартира;;;1;9;;нет;;4,3;;;;7,2;;9,8;;;;;;;;;;;;16,8;10,5;;;;;;;;;;Не для продажи;;;;5659550;;;;;;;;;;Нет;Нет
ЖК Яркий;2;355;СТ Г;;29,3;https://drive.google.com/uc?id=1uPKNK8r9uMshe6AfBeJ8snqUVKRF9VeD;0;квартира;;;1;9;;да;;3,7;;;;4,5;;;;;;;;;;;;;;21,1;;;;;;;;;;;Не для продажи;;;;5659551;;;;;;;;;;Да;Нет
ЖК Яркий;2;356;СТ Ж;;36,7;https://drive.google.com/uc?id=1n4F37zKwwAOPZpxBLQ6kPL09oIPb8c0i;0;квартира;;;1;9;;да;;4,1;;;;6,8;;;;;;;;;;;;;;25,8;;;;;;;;;;;Не для продажи;;;;5659552;;;;;;;;;;Нет;Нет
ЖК Яркий;2;357;2 Б;;34,9;https://drive.google.com/uc?id=1RcRg6DKY50qtcToQaZ_5eC7JuRICOl0V;2;квартира;;;2;9;;нет;;4,1;;;;6;;;;0,8;;;;;;;;;;15;9;;;;;;;;;;Не для продажи;;;;5659553;;;;;;;;;;Нет;Нет
ЖК Яркий;2;358;2 Д;;45,5;https://drive.google.com/uc?id=131RfQIEAbWOzCromKQQuzkUo20fFTIiT;2;квартира;;;2;9;;нет;;4,7;;;;8,9;;;;1,1;;;;;;;;;;16,3;14,5;;;;;;;;;;Не для продажи;;;;5659554;;;;;;;;;;Нет;Нет
ЖК Яркий;2;359;СТ А;;22,1;https://drive.google.com/uc?id=1p6nJh0P8O3V0a-t_QxF3JblIsikKjvMy;0;квартира;;;2;9;;да;;3,1;;;;2,5;;;;;;;;;;;;;;16,5;;;;;;;;;;;Не для продажи;;;;5659555;;;;;;;;;;Нет;Нет
ЖК Яркий;2;360;СТ Е;;32,3;https://drive.google.com/uc?id=1iVq-nrfFy46rBx6wSCXePdEtIs_3R6Fs;0;квартира;;;2;9;;да;;3,9;;;;5;;;;1,1;;;;;;;;;;22,3;;;;;;;;;;;Не для продажи;;;;5659556;;;;;;;;;;Нет;Нет
ЖК Яркий;2;361;2 Е;;48,1;https://drive.google.com/uc?id=1SyM8fvKVmOkmh11-rfHZFNPDeJeexeqN;2;квартира;;;2;9;;нет;;3,8;;;;7,2;;9,8;;;;;;;;;;;;16,8;10,5;;;;;;;;;;Не для продажи;;;;5659557;;;;;;;;;;Нет;Нет
ЖК Яркий;2;362;СТ В;;28,8;https://drive.google.com/uc?id=1RWi3pf00llftC7ghiudnzkBP8MbhAClI;0;квартира;;;2;9;;да;;3,2;;;;4,6;;;;;;;;;;;;;;21;;;;;;;;;;;Не для продажи;;;;5659558;;;;;;;;;;Да;Нет
ЖК Яркий;2;363;СТ Б;;28,8;https://drive.google.com/uc?id=1RlwNdxrTi6bL8i_vbgXWpTu1r6oFGww5;0;квартира;;;2;9;;да;;3,2;;;;4,6;;;;;;;;;;;;;;21;;;;;;;;;;;Не для продажи;;;;5659559;;;;;;;;;;Нет;Нет
ЖК Яркий;2;364;2 И;;49;https://drive.google.com/uc?id=1nhLUErqoPK93ygoscleMVeKBqqbQBIZs;2;квартира;;;2;9;;нет;;3,8;;;;7,2;;9,8;;0,9;;;;;;;;;;16,8;10,5;;;;;;;;;;Не для продажи;;;;5659560;;;;;;;;;;Нет;Нет
ЖК Яркий;2;365;2 А;;33,5;https://drive.google.com/uc?id=16_MWLgMVqmAMJh1uf3BfvmZM-Zn6y3Jh;2;квартира;;;2;9;;нет;;4;;;;3,7;;;;;;;;;;;;;;16,8;9;;;;;;;;;;Не для продажи;;;;5659561;;;;;;;;;;Нет;Нет
ЖК Яркий;2;366;2 Б;;34,9;https://drive.google.com/uc?id=1RcRg6DKY50qtcToQaZ_5eC7JuRICOl0V;2;квартира;;;3;9;;нет;;4,1;;;;6;;;;0,8;;;;;;;;;;15;9;;;;;;;;;;Не для продажи;;;;5659562;;;;;;;;;;Нет;Нет
ЖК Яркий;2;367;2 Д;;45,5;https://drive.google.com/uc?id=131RfQIEAbWOzCromKQQuzkUo20fFTIiT;2;квартира;;;3;9;;нет;;4,7;;;;8,9;;;;1,1;;;;;;;;;;16,3;14,5;;;;;;;;;;Не для продажи;;;;5659563;;;;;;;;;;Нет;Нет
ЖК Яркий;2;368;СТ А;;22,1;https://drive.google.com/uc?id=1p6nJh0P8O3V0a-t_QxF3JblIsikKjvMy;0;квартира;;;3;9;;да;;3,1;;;;2,5;;;;;;;;;;;;;;16,5;;;;;;;;;;;Не для продажи;;;;5659564;;;;;;;;;;Нет;Нет
ЖК Яркий;2;369;СТ Е;;32,3;https://drive.google.com/uc?id=1iVq-nrfFy46rBx6wSCXePdEtIs_3R6Fs;0;квартира;;;3;9;;да;;3,9;;;;5;;;;1,1;;;;;;;;;;22,3;;;;;;;;;;;Не для продажи;;;;5659565;;;;;;;;;;Нет;Нет
ЖК Яркий;2;370;2 Е;;48,1;https://drive.google.com/uc?id=1SyM8fvKVmOkmh11-rfHZFNPDeJeexeqN;2;квартира;;;3;9;;нет;;3,8;;;;7,2;;9,8;;;;;;;;;;;;16,8;10,5;;;;;;;;;;Не для продажи;;;;5659566;;;;;;;;;;Нет;Нет
ЖК Яркий;2;371;СТ В;;28,8;https://drive.google.com/uc?id=1RWi3pf00llftC7ghiudnzkBP8MbhAClI;0;квартира;;;3;9;;да;;3,2;;;;4,6;;;;;;;;;;;;;;21;;;;;;;;;;;Не для продажи;;;;5659567;;;;;;;;;;Нет;Нет
ЖК Яркий;2;372;СТ Б;;28,8;https://drive.google.com/uc?id=1RlwNdxrTi6bL8i_vbgXWpTu1r6oFGww5;0;квартира;;;3;9;;да;;3,2;;;;4,6;;;;;;;;;;;;;;21;;;;;;;;;;;Не для продажи;;;;5659568;;;;;;;;;;Нет;Нет
ЖК Яркий;2;373;2 И;;49;https://drive.google.com/uc?id=1nhLUErqoPK93ygoscleMVeKBqqbQBIZs;2;квартира;;;3;9;;нет;;3,8;;;;7,2;;9,8;;0,9;;;;;;;;;;16,8;10,5;;;;;;;;;;Не для продажи;;;;5659569;;;;;;;;;;Нет;Нет
ЖК Яркий;2;374;2 А;;33,5;https://drive.google.com/uc?id=16_MWLgMVqmAMJh1uf3BfvmZM-Zn6y3Jh;2;квартира;;;3;9;;нет;;4;;;;3,7;;;;;;;;;;;;;;16,8;9;;;;;;;;;;Не для продажи;;;;5659570;;;;;;;;;;Нет;Нет
ЖК Яркий;2;375;2 Б;;34,9;https://drive.google.com/uc?id=1RcRg6DKY50qtcToQaZ_5eC7JuRICOl0V;2;квартира;;;4;9;;нет;;4,1;;;;6;;;;0,8;;;;;;;;;;15;9;;;;;;;;;;Не для продажи;;;;5659571;;;;;;;;;;Нет;Нет
ЖК Яркий;2;376;2 Д;;45,5;https://drive.google.com/uc?id=131RfQIEAbWOzCromKQQuzkUo20fFTIiT;2;квартира;;;4;9;;нет;;4,7;;;;8,9;;;;1,1;;;;;;;;;;16,3;14,5;;;;;;;;;;Не для продажи;;;;5659572;;;;;;;;;;Нет;Нет
ЖК Яркий;2;377;СТ А;;22,1;https://drive.google.com/uc?id=1p6nJh0P8O3V0a-t_QxF3JblIsikKjvMy;0;квартира;;;4;9;;да;;3,1;;;;2,5;;;;;;;;;;;;;;16,5;;;;;;;;;;;Не для продажи;;;;5659573;;;;;;;;;;Нет;Нет
ЖК Яркий;2;378;СТ Е;;32,3;https://drive.google.com/uc?id=1iVq-nrfFy46rBx6wSCXePdEtIs_3R6Fs;0;квартира;;;4;9;;да;;3,9;;;;5;;;;1,1;;;;;;;;;;22,3;;;;;;;;;;;Не для продажи;;;;5659574;;;;;;;;;;Нет;Нет
ЖК Яркий;2;379;2 Е;;48,1;https://drive.google.com/uc?id=1SyM8fvKVmOkmh11-rfHZFNPDeJeexeqN;2;квартира;;;4;9;;нет;;3,8;;;;7,2;;9,8;;;;;;;;;;;;16,8;10,5;;;;;;;;;;Не для продажи;;;;5659575;;;;;;;;;;Нет;Нет
ЖК Яркий;2;380;СТ В;;28,8;https://drive.google.com/uc?id=1RWi3pf00llftC7ghiudnzkBP8MbhAClI;0;квартира;;;4;9;;да;;3,2;;;;4,6;;;;;;;;;;;;;;21;;;;;;;;;;;Не для продажи;;;;5659576;;;;;;;;;;Да;Нет
ЖК Яркий;2;381;СТ Б;;28,8;https://drive.google.com/uc?id=1RlwNdxrTi6bL8i_vbgXWpTu1r6oFGww5;0;квартира;;;4;9;;да;;3,2;;;;4,6;;;;;;;;;;;;;;21;;;;;;;;;;;Не для продажи;;;;5659577;;;;;;;;;;Нет;Нет
ЖК Яркий;2;382;2 И;;49;https://drive.google.com/uc?id=1nhLUErqoPK93ygoscleMVeKBqqbQBIZs;2;квартира;;;4;9;;нет;;3,8;;;;7,2;;9,8;;0,9;;;;;;;;;;16,8;10,5;;;;;;;;;;Не для продажи;;;;5659578;;;;;;;;;;Нет;Нет
ЖК Яркий;2;383;2 А;;33,5;https://drive.google.com/uc?id=16_MWLgMVqmAMJh1uf3BfvmZM-Zn6y3Jh;2;квартира;;;4;9;;нет;;4;;;;3,7;;;;;;;;;;;;;;16,8;9;;;;;;;;;;Не для продажи;;;;5659579;;;;;;;;;;Нет;Нет
ЖК Яркий;2;384;2 Б;;34,9;https://drive.google.com/uc?id=1RcRg6DKY50qtcToQaZ_5eC7JuRICOl0V;2;квартира;;;5;9;;нет;;4,1;;;;6;;;;0,8;;;;;;;;;;15;9;;;;;;;;;;Не для продажи;;;;5659580;;;;;;;;;;Нет;Нет
ЖК Яркий;2;385;2 Д;;45,5;https://drive.google.com/uc?id=131RfQIEAbWOzCromKQQuzkUo20fFTIiT;2;квартира;;;5;9;;нет;;4,7;;;;8,9;;;;1,1;;;;;;;;;;16,3;14,5;;;;;;;;;;Не для продажи;;;;5659581;;;;;;;;;;Нет;Нет
ЖК Яркий;2;386;СТ А;;22,1;https://drive.google.com/uc?id=1p6nJh0P8O3V0a-t_QxF3JblIsikKjvMy;0;квартира;;;5;9;;да;;3,1;;;;2,5;;;;;;;;;;;;;;16,5;;;;;;;;;;;Не для продажи;;;;5659582;;;;;;;;;;Нет;Нет
ЖК Яркий;2;387;СТ Е;;32,3;https://drive.google.com/uc?id=1iVq-nrfFy46rBx6wSCXePdEtIs_3R6Fs;0;квартира;;;5;9;;да;;3,9;;;;5;;;;1,1;;;;;;;;;;22,3;;;;;;;;;;;Не для продажи;;;;5659583;;;;;;;;;;Нет;Нет
ЖК Яркий;2;388;2 Е;;48,1;https://drive.google.com/uc?id=1SyM8fvKVmOkmh11-rfHZFNPDeJeexeqN;2;квартира;;;5;9;;нет;;3,8;;;;7,2;;9,8;;;;;;;;;;;;16,8;10,5;;;;;;;;;;Не для продажи;;;;5659584;;;;;;;;;;Нет;Нет
ЖК Яркий;2;389;СТ В;;28,8;https://drive.google.com/uc?id=1RWi3pf00llftC7ghiudnzkBP8MbhAClI;0;квартира;;;5;9;;да;;3,2;;;;4,6;;;;;;;;;;;;;;21;;;;;;;;;;;Не для продажи;;;;5659585;;;;;;;;;;Да;Нет
ЖК Яркий;2;390;СТ Б;;28,8;https://drive.google.com/uc?id=1RlwNdxrTi6bL8i_vbgXWpTu1r6oFGww5;0;квартира;;;5;9;;да;;3,2;;;;4,6;;;;;;;;;;;;;;21;;;;;;;;;;;Не для продажи;;;;5659586;;;;;;;;;;Нет;Нет
ЖК Яркий;2;391;2 И;;49;https://drive.google.com/uc?id=1nhLUErqoPK93ygoscleMVeKBqqbQBIZs;2;квартира;;;5;9;;нет;;3,8;;;;7,2;;9,8;;0,9;;;;;;;;;;16,8;10,5;;;;;;;;;;Не для продажи;;;;5659587;;;;;;;;;;Нет;Нет
ЖК Яркий;2;392;2 А;;33,5;https://drive.google.com/uc?id=16_MWLgMVqmAMJh1uf3BfvmZM-Zn6y3Jh;2;квартира;;;5;9;;нет;;4;;;;3,7;;;;;;;;;;;;;;16,8;9;;;;;;;;;;Не для продажи;;;;5659588;;;;;;;;;;Нет;Нет
ЖК Яркий;2;393;2 Б;;34,9;https://drive.google.com/uc?id=1RcRg6DKY50qtcToQaZ_5eC7JuRICOl0V;2;квартира;;;6;9;;нет;;4,1;;;;6;;;;0,8;;;;;;;;;;15;9;;;;;;;;;;Не для продажи;;;;5659589;;;;;;;;;;Нет;Нет
ЖК Яркий;2;394;2 Д;;45,5;https://drive.google.com/uc?id=131RfQIEAbWOzCromKQQuzkUo20fFTIiT;2;квартира;;;6;9;;нет;;4,7;;;;8,9;;;;1,1;;;;;;;;;;16,3;14,5;;;;;;;;;;Не для продажи;;;;5659590;;;;;;;;;;Нет;Нет
ЖК Яркий;2;395;СТ А;;22,1;https://drive.google.com/uc?id=1p6nJh0P8O3V0a-t_QxF3JblIsikKjvMy;0;квартира;;;6;9;;да;;3,1;;;;2,5;;;;;;;;;;;;;;16,5;;;;;;;;;;;Не для продажи;;;;5659591;;;;;;;;;;Нет;Нет
ЖК Яркий;2;396;СТ Е;;32,3;https://drive.google.com/uc?id=1iVq-nrfFy46rBx6wSCXePdEtIs_3R6Fs;0;квартира;;;6;9;;да;;3,9;;;;5;;;;1,1;;;;;;;;;;22,3;;;;;;;;;;;Не для продажи;;;;5659592;;;;;;;;;;Нет;Нет
ЖК Яркий;2;397;2 Е;;48,1;https://drive.google.com/uc?id=1SyM8fvKVmOkmh11-rfHZFNPDeJeexeqN;2;квартира;;;6;9;;нет;;3,8;;;;7,2;;9,8;;;;;;;;;;;;16,8;10,5;;;;;;;;;;Не для продажи;;;;5659593;;;;;;;;;;Нет;Нет
ЖК Яркий;2;398;СТ В;;28,8;https://drive.google.com/uc?id=1RWi3pf00llftC7ghiudnzkBP8MbhAClI;0;квартира;;;6;9;;да;;3,2;;;;4,6;;;;;;;;;;;;;;21;;;;;;;;;;;Не для продажи;;;;5659594;;;;;;;;;;Да;Нет
ЖК Яркий;2;399;СТ Б;;28,8;https://drive.google.com/uc?id=1RlwNdxrTi6bL8i_vbgXWpTu1r6oFGww5;0;квартира;;;6;9;;да;;3,2;;;;4,6;;;;;;;;;;;;;;21;;;;;;;;;;;Не для продажи;;;;5659595;;;;;;;;;;Нет;Нет
ЖК Яркий;2;400;2 И;;49;https://drive.google.com/uc?id=1nhLUErqoPK93ygoscleMVeKBqqbQBIZs;2;квартира;;;6;9;;нет;;3,8;;;;7,2;;9,8;;0,9;;;;;;;;;;16,8;10,5;;;;;;;;;;Не для продажи;;;;5659596;;;;;;;;;;Нет;Нет
ЖК Яркий;2;401;2 А;;33,5;https://drive.google.com/uc?id=16_MWLgMVqmAMJh1uf3BfvmZM-Zn6y3Jh;2;квартира;;;6;9;;нет;;4;;;;3,7;;;;;;;;;;;;;;16,8;9;;;;;;;;;;Не для продажи;;;;5659597;;;;;;;;;;Нет;Нет
ЖК Яркий;2;402;2 Б;;34,9;https://drive.google.com/uc?id=1RcRg6DKY50qtcToQaZ_5eC7JuRICOl0V;2;квартира;;;7;9;;нет;;4,1;;;;6;;;;0,8;;;;;;;;;;15;9;;;;;;;;;;Не для продажи;;;;5659598;;;;;;;;;;Нет;Нет
ЖК Яркий;2;403;2 Д;;45,5;https://drive.google.com/uc?id=131RfQIEAbWOzCromKQQuzkUo20fFTIiT;2;квартира;;;7;9;;нет;;4,7;;;;8,9;;;;1,1;;;;;;;;;;16,3;14,5;;;;;;;;;;Не для продажи;;;;5659599;;;;;;;;;;Нет;Нет
ЖК Яркий;2;404;СТ А;;22,1;https://drive.google.com/uc?id=1p6nJh0P8O3V0a-t_QxF3JblIsikKjvMy;0;квартира;;;7;9;;да;;3,1;;;;2,5;;;;;;;;;;;;;;16,5;;;;;;;;;;;Не для продажи;;;;5659600;;;;;;;;;;Нет;Нет
ЖК Яркий;2;405;СТ Е;;32,3;https://drive.google.com/uc?id=1iVq-nrfFy46rBx6wSCXePdEtIs_3R6Fs;0;квартира;;;7;9;;да;;3,9;;;;5;;;;1,1;;;;;;;;;;22,3;;;;;;;;;;;Не для продажи;;;;5659601;;;;;;;;;;Нет;Нет
ЖК Яркий;2;406;2 Е;;48,1;https://drive.google.com/uc?id=1SyM8fvKVmOkmh11-rfHZFNPDeJeexeqN;2;квартира;;;7;9;;нет;;3,8;;;;7,2;;9,8;;;;;;;;;;;;16,8;10,5;;;;;;;;;;Не для продажи;;;;5659602;;;;;;;;;;Нет;Нет
ЖК Яркий;2;407;СТ В;;28,8;https://drive.google.com/uc?id=1RWi3pf00llftC7ghiudnzkBP8MbhAClI;0;квартира;;;7;9;;да;;3,2;;;;4,6;;;;;;;;;;;;;;21;;;;;;;;;;;Не для продажи;;;;5659603;;;;;;;;;;Да;Нет
ЖК Яркий;2;408;СТ Б;;28,8;https://drive.google.com/uc?id=1RlwNdxrTi6bL8i_vbgXWpTu1r6oFGww5;0;квартира;;;7;9;;да;;3,2;;;;4,6;;;;;;;;;;;;;;21;;;;;;;;;;;Не для продажи;;;;5659604;;;;;;;;;;Нет;Нет
ЖК Яркий;2;409;2 И;;49;https://drive.google.com/uc?id=1nhLUErqoPK93ygoscleMVeKBqqbQBIZs;2;квартира;;;7;9;;нет;;3,8;;;;7,2;;9,8;;0,9;;;;;;;;;;16,8;10,5;;;;;;;;;;Не для продажи;;;;5659605;;;;;;;;;;Нет;Нет
ЖК Яркий;2;410;2 А;;33,5;https://drive.google.com/uc?id=16_MWLgMVqmAMJh1uf3BfvmZM-Zn6y3Jh;2;квартира;;;7;9;;нет;;4;;;;3,7;;;;;;;;;;;;;;16,8;9;;;;;;;;;;Не для продажи;;;;5659606;;;;;;;;;;Нет;Нет